ID,TextId,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Datetime
595,199,"The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos.",Confusion,02/04/2020 09:45,SeekingClarity,Facebook,Confusion,10,20,UK,2020,4,2,9,2020-04-02 09:45:00
596,199,"The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos.",Confusion,02/04/2020 09:45,SeekingClarity,Facebook,LifePuzzle,10,20,UK,2020,4,2,9,2020-04-02 09:45:00
598,200,"A numbness settles over me, a shield against the overwhelming emotions life throws my way.",Numbness,10/08/2021 14:00,EmotionallyDistant,Twitter,Numbness,8,15,India,2021,8,10,14,2021-08-10 14:00:00
599,200,"A numbness settles over me, a shield against the overwhelming emotions life throws my way.",Numbness,10/08/2021 14:00,EmotionallyDistant,Twitter,EmotionalShield,8,15,India,2021,8,10,14,2021-08-10 14:00:00
601,201,"Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time.",Melancholy,18/06/2019 20:45,SunsetDreamer,Instagram,Melancholy,12,25,Australia,2019,6,18,20,2019-06-18 20:45:00
602,201,"Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time.",Melancholy,18/06/2019 20:45,SunsetDreamer,Instagram,SunsetMoments,12,25,Australia,2019,6,18,20,2019-06-18 20:45:00
604,202,"Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony.",Nostalgia,05/02/2018 15:15,MemoryLaneTraveler,Facebook,Nostalgia,10,20,USA,2018,2,5,15,2018-02-05 15:15:00
605,202,"Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony.",Nostalgia,05/02/2018 15:15,MemoryLaneTraveler,Facebook,MemoryLane,10,20,USA,2018,2,5,15,2018-02-05 15:15:00
607,203,"Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.",Ambivalence,30/05/2022 11:30,MixedFeelings,Twitter,Ambivalence,12,25,Canada,2022,5,30,11,2022-05-30 11:30:00
608,203,"Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.",Ambivalence,30/05/2022 11:30,MixedFeelings,Twitter,UncertainChoices,12,25,Canada,2022,5,30,11,2022-05-30 11:30:00
610,204,"Embracing the ebb and flow of life, finding acceptance in the dance of existence.",Acceptance,10/01/2023 16:20,ZenLifestyle,Instagram,Acceptance,15,30,UK,2023,1,10,16,2023-01-10 16:20:00
611,204,"Embracing the ebb and flow of life, finding acceptance in the dance of existence.",Acceptance,10/01/2023 16:20,ZenLifestyle,Instagram,LifeJourney,15,30,UK,2023,1,10,16,2023-01-10 16:20:00
613,205,"Facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",Determination,18/09/2020 13:45,ResilientSpirit,Facebook,Determination,10,20,India,2020,9,18,13,2020-09-18 13:45:00
614,205,"Facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",Determination,18/09/2020 13:45,ResilientSpirit,Facebook,AchieveTheImpossible,10,20,India,2020,9,18,13,2020-09-18 13:45:00
616,206,"Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world.",Serenity,03/07/2021 19:00,NatureSoul,Twitter,Serenity,12,25,Australia,2021,7,3,19,2021-07-03 19:00:00
617,206,"Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world.",Serenity,03/07/2021 19:00,NatureSoul,Twitter,NatureRetreat,12,25,Australia,2021,7,3,19,2021-07-03 19:00:00
619,207,"Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom.",Curiosity,08/10/2022 08:15,EternalLearner,Instagram,Curiosity,20,40,USA,2022,10,8,8,2022-10-08 08:15:00
620,207,"Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom.",Curiosity,08/10/2022 08:15,EternalLearner,Instagram,KnowledgeQuest,20,40,USA,2022,10,8,8,2022-10-08 08:15:00
622,208,"Floating through the day with an air of indifference, detached from the mundane happenings around.",Indifference,22/03/2023 16:30,AloofObserver,Facebook,Indifference,10,20,Canada,2023,3,22,16,2023-03-22 16:30:00
623,208,"Floating through the day with an air of indifference, detached from the mundane happenings around.",Indifference,22/03/2023 16:30,AloofObserver,Facebook,FloatingThroughLife,10,20,Canada,2023,3,22,16,2023-03-22 16:30:00
625,209,"Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas.",Confusion,15/05/2021 11:45,ThoughtExplorer,Twitter,Confusion,15,30,UK,2021,5,15,11,2021-05-15 11:45:00
626,209,"Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas.",Confusion,15/05/2021 11:45,ThoughtExplorer,Twitter,ThoughtLabyrinth,15,30,UK,2021,5,15,11,2021-05-15 11:45:00
628,210,"Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil.",Numbness,28/12/2019 14:30,StoicSoul,Instagram,Numbness,8,15,Australia,2019,12,28,14,2019-12-28 14:30:00
629,210,"Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil.",Numbness,28/12/2019 14:30,StoicSoul,Instagram,StoicFacade,8,15,Australia,2019,12,28,14,2019-12-28 14:30:00
631,211,"Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams.",Melancholy,01/03/2020 19:00,DreamerInSilence,Facebook,Melancholy,12,25,India,2020,3,1,19,2020-03-01 19:00:00
632,211,"Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams.",Melancholy,01/03/2020 19:00,DreamerInSilence,Facebook,WhispersInTheBreeze,12,25,India,2020,3,1,19,2020-03-01 19:00:00
634,212,"Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone.",Nostalgia,10/07/2018 15:45,JournalKeeper,Twitter,Nostalgia,10,20,Canada,2018,7,10,15,2018-07-10 15:45:00
635,212,"Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone.",Nostalgia,10/07/2018 15:45,JournalKeeper,Twitter,JournalMoments,10,20,Canada,2018,7,10,15,2018-07-10 15:45:00
637,213,"A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence.",Ambivalence,05/01/2022 10:30,ThreadWeaver,Instagram,Ambivalence,12,25,UK,2022,1,5,10,2022-01-05 10:30:00
638,213,"A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence.",Ambivalence,05/01/2022 10:30,ThreadWeaver,Instagram,ConflictingFeelings,12,25,UK,2022,1,5,10,2022-01-05 10:30:00
640,214,"Embracing the flaws, finding acceptance in imperfection, a journey towards self-love.",Acceptance,20/08/2021 16:20,SelfLoveAdvocate,Facebook,Acceptance,15,30,Australia,2021,8,20,16,2021-08-20 16:20:00
641,214,"Embracing the flaws, finding acceptance in imperfection, a journey towards self-love.",Acceptance,20/08/2021 16:20,SelfLoveAdvocate,Facebook,SelfLoveJourney,15,30,Australia,2021,8,20,16,2021-08-20 16:20:00
643,215,"Determination burning like a wildfire, overcoming obstacles, turning dreams into reality.",Determination,03/11/2019 13:45,DreamChaser,Twitter,Determination,18,35,USA,2019,11,3,13,2019-11-03 13:45:00
644,215,"Determination burning like a wildfire, overcoming obstacles, turning dreams into reality.",Determination,03/11/2019 13:45,DreamChaser,Twitter,DreamsIntoReality,18,35,USA,2019,11,3,13,2019-11-03 13:45:00
646,216,"Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace.",Serenity,12/04/2020 19:30,OceanSoul,Instagram,Serenity,25,50,Canada,2020,4,12,19,2020-04-12 19:30:00
647,216,"Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace.",Serenity,12/04/2020 19:30,OceanSoul,Instagram,OceanRetreat,25,50,Canada,2020,4,12,19,2020-04-12 19:30:00
649,217,"Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge.",Curiosity,15/04/2022 08:45,HorizonExplorer,Facebook,Curiosity,22,45,India,2022,4,15,8,2022-04-15 08:45:00
650,217,"Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge.",Curiosity,15/04/2022 08:45,HorizonExplorer,Facebook,NewHorizons,22,45,India,2022,4,15,8,2022-04-15 08:45:00
652,218,"Drifting through the day with a nonchalant demeanor, embracing the art of indifference.",Indifference,10/02/2023 17:00,NonchalantSpirit,Twitter,Indifference,9,18,UK,2023,2,10,17,2023-02-10 17:00:00
653,218,"Drifting through the day with a nonchalant demeanor, embracing the art of indifference.",Indifference,10/02/2023 17:00,NonchalantSpirit,Twitter,DriftingThroughLife,9,18,UK,2023,2,10,17,2023-02-10 17:00:00
655,219,"Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities.",Confusion,05/08/2020 12:15,ComplexThinker,Instagram,Confusion,14,28,Australia,2020,8,5,12,2020-08-05 12:15:00
656,219,"Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities.",Confusion,05/08/2020 12:15,ComplexThinker,Instagram,PerplexedMind,14,28,Australia,2020,8,5,12,2020-08-05 12:15:00
658,220,"Immersed in a state of emotional numbness, a shield against the storm of daily struggles.",Numbness,01/12/2021 15:30,ShieldedHeart,Facebook,Numbness,10,20,USA,2021,12,1,15,2021-12-01 15:30:00
659,220,"Immersed in a state of emotional numbness, a shield against the storm of daily struggles.",Numbness,01/12/2021 15:30,ShieldedHeart,Facebook,EmotionalShield,10,20,USA,2021,12,1,15,2021-12-01 15:30:00
661,221,"A melancholic symphony playing in the background, the soundtrack of a wistful heart.",Melancholy,25/03/2019 21:00,SymphonySoul,Twitter,Melancholy,13,26,Canada,2019,3,25,21,2019-03-25 21:00:00
662,221,"A melancholic symphony playing in the background, the soundtrack of a wistful heart.",Melancholy,25/03/2019 21:00,SymphonySoul,Twitter,WistfulHeart,13,26,Canada,2019,3,25,21,2019-03-25 21:00:00
664,222,"Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face.",Nostalgia,18/06/2017 14:45,YearbookExplorer,Instagram,Nostalgia,12,25,India,2017,6,18,14,2017-06-18 14:45:00
665,222,"Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face.",Nostalgia,18/06/2017 14:45,YearbookExplorer,Instagram,YearbookMemories,12,25,India,2017,6,18,14,2017-06-18 14:45:00
667,223,"Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty.",Ambivalence,08/07/2022 11:30,DecisiveDilemma,Facebook,Ambivalence,15,30,Australia,2022,7,8,11,2022-07-08 11:30:00
668,223,"Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty.",Ambivalence,08/07/2022 11:30,DecisiveDilemma,Facebook,ShadesOfUncertainty,15,30,Australia,2022,7,8,11,2022-07-08 11:30:00
670,224,"Embracing life's imperfections, finding acceptance in the journey, scars and all.",Acceptance,15/05/2023 16:20,ImperfectHarmony,Twitter,Acceptance,18,36,Canada,2023,5,15,16,2023-05-15 16:20:00
671,224,"Embracing life's imperfections, finding acceptance in the journey, scars and all.",Acceptance,15/05/2023 16:20,ImperfectHarmony,Twitter,ImperfectJourney,18,36,Canada,2023,5,15,16,2023-05-15 16:20:00
673,225,"A fiery determination burning within, fueled by the vision of reaching unparalleled heights.",Determination,10/09/2021 14:45,VisionarySpirit,Instagram,Determination,20,40,UK,2021,9,10,14,2021-09-10 14:45:00
674,225,"A fiery determination burning within, fueled by the vision of reaching unparalleled heights.",Determination,10/09/2021 14:45,VisionarySpirit,Instagram,UnparalleledHeights,20,40,UK,2021,9,10,14,2021-09-10 14:45:00
676,226,"Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul.",Serenity,28/02/2020 18:30,ForestDreamer,Facebook,Serenity,25,50,USA,2020,2,28,18,2020-02-28 18:30:00
677,226,"Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul.",Serenity,28/02/2020 18:30,ForestDreamer,Facebook,NatureWhispers,25,50,USA,2020,2,28,18,2020-02-28 18:30:00
679,227,"Indifferent to the noise of the world, a silent observer in the midst of life's cacophony.",Indifference,10/03/2023 16:30,SilentSpectator,Instagram,Indifference,9,18,India,2023,3,10,16,2023-03-10 16:30:00
680,227,"Indifferent to the noise of the world, a silent observer in the midst of life's cacophony.",Indifference,10/03/2023 16:30,SilentSpectator,Instagram,SilentObserver,9,18,India,2023,3,10,16,2023-03-10 16:30:00
682,228,"Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas.",Confusion,02/05/2021 11:45,MazeNavigator,Facebook,Confusion,14,28,Australia,2021,5,2,11,2021-05-02 11:45:00
683,228,"Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas.",Confusion,02/05/2021 11:45,MazeNavigator,Facebook,ThoughtLabyrinth,14,28,Australia,2021,5,2,11,2021-05-02 11:45:00
685,229,"An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience.",Numbness,18/10/2019 14:30,ResilientFortress,Twitter,Numbness,11,22,UK,2019,10,18,14,2019-10-18 14:30:00
686,229,"An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience.",Numbness,18/10/2019 14:30,ResilientFortress,Twitter,StoicResilience,11,22,UK,2019,10,18,14,2019-10-18 14:30:00
688,230,"Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories.",Melancholy,05/01/2020 20:00,CanvasDreamer,Instagram,Melancholy,13,26,USA,2020,1,5,20,2020-01-05 20:00:00
689,230,"Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories.",Melancholy,05/01/2020 20:00,CanvasDreamer,Instagram,BittersweetMemories,13,26,USA,2020,1,5,20,2020-01-05 20:00:00
691,231,"A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead.",Nostalgia,10/08/2018 15:45,DiaryExplorer,Facebook,Nostalgia,12,25,Canada,2018,8,10,15,2018-08-10 15:45:00
692,231,"A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead.",Nostalgia,10/08/2018 15:45,DiaryExplorer,Facebook,DiaryJourney,12,25,Canada,2018,8,10,15,2018-08-10 15:45:00
694,232,"Ambivalence clouding decisions, caught in the crossroads of conflicting emotions.",Ambivalence,15/01/2022 10:30,CrossroadsTraveler,Twitter,Ambivalence,15,30,India,2022,1,15,10,2022-01-15 10:30:00
695,232,"Ambivalence clouding decisions, caught in the crossroads of conflicting emotions.",Ambivalence,15/01/2022 10:30,CrossroadsTraveler,Twitter,ConflictingEmotions,15,30,India,2022,1,15,10,2022-01-15 10:30:00
697,233,"Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos.",Acceptance,20/07/2021 16:20,MosaicDreamer,Instagram,Acceptance,18,36,Australia,2021,7,20,16,2021-07-20 16:20:00
698,233,"Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos.",Acceptance,20/07/2021 16:20,MosaicDreamer,Instagram,BeautifulChaos,18,36,Australia,2021,7,20,16,2021-07-20 16:20:00
700,234,"Determination as the driving force, propelling me forward on the path to extraordinary achievements.",Determination,03/12/2019 13:45,PathfinderSpirit,Facebook,Determination,20,40,USA,2019,12,3,13,2019-12-03 13:45:00
701,234,"Determination as the driving force, propelling me forward on the path to extraordinary achievements.",Determination,03/12/2019 13:45,PathfinderSpirit,Facebook,ExtraordinaryPath,20,40,USA,2019,12,3,13,2019-12-03 13:45:00
703,235,"Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life.",Serenity,12/04/2020 19:30,RaindropHarmony,Twitter,Serenity,25,50,Canada,2020,4,12,19,2020-04-12 19:30:00
704,235,"Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life.",Serenity,12/04/2020 19:30,RaindropHarmony,Twitter,RaindropMelody,25,50,Canada,2020,4,12,19,2020-04-12 19:30:00
706,236,"Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories.",Curiosity,08/05/2022 08:45,SeekerOfUnknowns,Instagram,Curiosity,22,45,UK,2022,5,8,8,2022-05-08 08:45:00
707,236,"Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories.",Curiosity,08/05/2022 08:45,SeekerOfUnknowns,Instagram,SeekerOfKnowledge,22,45,UK,2022,5,8,8,2022-05-08 08:45:00
709,237,"Drifting through the day with an air of nonchalance, indifferent to the trivialities of life.",Indifference,22/02/2023 17:00,NonchalantWanderer,Facebook,Indifference,9,18,India,2023,2,22,17,2023-02-22 17:00:00
710,237,"Drifting through the day with an air of nonchalance, indifferent to the trivialities of life.",Indifference,22/02/2023 17:00,NonchalantWanderer,Facebook,DriftingThroughLife,9,18,India,2023,2,22,17,2023-02-22 17:00:00
712,238,"Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity.",Confusion,05/06/2020 12:15,ShadowedSeeker,Twitter,Confusion,14,28,Australia,2020,6,5,12,2020-06-05 12:15:00
713,238,"Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity.",Confusion,05/06/2020 12:15,ShadowedSeeker,Twitter,LabyrinthOfThoughts,14,28,Australia,2020,6,5,12,2020-06-05 12:15:00
715,239,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,30/11/2021 15:30,TurbulentShield,Instagram,Numbness,10,20,Canada,2021,11,30,15,2021-11-30 15:30:00
716,239,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,30/11/2021 15:30,TurbulentShield,Instagram,EmotionalStorms,10,20,Canada,2021,11,30,15,2021-11-30 15:30:00
718,240,"Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning.",Melancholy,25/02/2019 21:00,WistfulPainter,Facebook,Melancholy,13,26,UK,2019,2,25,21,2019-02-25 21:00:00
719,240,"Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning.",Melancholy,25/02/2019 21:00,WistfulPainter,Facebook,WistfulYearning,13,26,UK,2019,2,25,21,2019-02-25 21:00:00
721,241,"Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears.",Nostalgia,18/05/2017 14:45,TaleWeaver,Twitter,Nostalgia,12,25,USA,2017,5,18,14,2017-05-18 14:45:00
722,241,"Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears.",Nostalgia,18/05/2017 14:45,TaleWeaver,Twitter,PhotoAlbumStories,12,25,USA,2017,5,18,14,2017-05-18 14:45:00
724,242,"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.",Ambivalence,05/08/2022 11:30,CrossroadsExplorer,Instagram,Ambivalence,15,30,Canada,2022,8,5,11,2022-08-05 11:30:00
725,242,"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.",Ambivalence,05/08/2022 11:30,CrossroadsExplorer,Instagram,CrossroadsConfusion,15,30,Canada,2022,8,5,11,2022-08-05 11:30:00
727,243,"Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art.",Acceptance,15/06/2023 16:20,MosaicArtist,Facebook,Acceptance,18,36,Australia,2023,6,15,16,2023-06-15 16:20:00
728,243,"Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art.",Acceptance,15/06/2023 16:20,MosaicArtist,Facebook,UnpredictableArt,18,36,Australia,2023,6,15,16,2023-06-15 16:20:00
730,244,"Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities.",Determination,10/10/2021 14:45,DreamSculptor,Twitter,Determination,20,40,UK,2021,10,10,14,2021-10-10 14:45:00
731,244,"Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities.",Determination,10/10/2021 14:45,DreamSculptor,Twitter,SculptingDreams,20,40,UK,2021,10,10,14,2021-10-10 14:45:00
733,245,"Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul.",Serenity,12/05/2020 19:30,MoonlitSoul,Instagram,Serenity,25,50,USA,2020,5,12,19,2020-05-12 19:30:00
734,245,"Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul.",Serenity,12/05/2020 19:30,MoonlitSoul,Instagram,MoonlitPeace,25,50,USA,2020,5,12,19,2020-05-12 19:30:00
736,246,"Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world.",Curiosity,01/12/2022 09:15,FearlessExplorer,Facebook,Curiosity,22,44,India,2022,12,1,9,2022-12-01 09:15:00
737,246,"Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world.",Curiosity,01/12/2022 09:15,FearlessExplorer,Facebook,FearlessExplorer,22,44,India,2022,12,1,9,2022-12-01 09:15:00
739,247,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,30/11/2021 15:30,TurbulentShield,Instagram,Numbness,10,20,Canada,2021,11,30,15,2021-11-30 15:30:00
740,247,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,30/11/2021 15:30,TurbulentShield,Instagram,EmotionalStorms,10,20,Canada,2021,11,30,15,2021-11-30 15:30:00
742,248,"Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn.",Zest,12/07/2018 17:45,JoyfulDancer,Twitter,Zest,15,30,USA,2018,7,12,17,2018-07-12 17:45:00
743,248,"Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn.",Zest,12/07/2018 17:45,JoyfulDancer,Twitter,CarefreeSpirit,15,30,USA,2018,7,12,17,2018-07-12 17:45:00
745,249,"Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart.",Contentment,05/09/2020 20:10,SereneBasker,Facebook,Contentment,18,36,Australia,2020,9,5,20,2020-09-05 20:10:00
746,249,"Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart.",Contentment,05/09/2020 20:10,SereneBasker,Facebook,GoldenGlow,18,36,Australia,2020,9,5,20,2020-09-05 20:10:00
748,250,"Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.",Hopeful,18/04/2022 08:00,DreamPainter,Instagram,Hopeful,12,24,India,2022,4,18,8,2022-04-18 08:00:00
749,250,"Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.",Hopeful,18/04/2022 08:00,DreamPainter,Instagram,CanvasOfDreams,12,24,India,2022,4,18,8,2022-04-18 08:00:00
751,251,"Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment.",Proud,10/12/2019 12:20,OakAchiever,Twitter,Proud,25,50,Canada,2019,12,10,12,2019-12-10 12:20:00
752,251,"Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment.",Proud,10/12/2019 12:20,OakAchiever,Twitter,BranchesOfAchievement,25,50,Canada,2019,12,10,12,2019-12-10 12:20:00
754,252,"A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection.",Grateful,28/02/2023 09:45,HeartGardener,Facebook,Grateful,20,40,USA,2023,2,28,9,2023-02-28 09:45:00
755,252,"A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection.",Grateful,28/02/2023 09:45,HeartGardener,Facebook,BlossomingConnection,20,40,USA,2023,2,28,9,2023-02-28 09:45:00
757,253,"Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others.",Empathetic,03/04/2018 14:15,ThreadWeaver,Instagram,Empathetic,15,30,UK,2018,4,3,14,2018-04-03 14:15:00
758,253,"Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others.",Empathetic,03/04/2018 14:15,ThreadWeaver,Instagram,TapestryOfUnderstanding,15,30,UK,2018,4,3,14,2018-04-03 14:15:00
760,254,"Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering.",Compassionate,20/06/2022 10:30,CloudCaretaker,Twitter,Compassionate,18,36,Australia,2022,6,20,10,2022-06-20 10:30:00
761,254,"Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering.",Compassionate,20/06/2022 10:30,CloudCaretaker,Twitter,ShowerOfEmpathy,18,36,Australia,2022,6,20,10,2022-06-20 10:30:00
763,255,"Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness.",Playful,08/07/2020 18:00,RainDancer,Facebook,Playful,22,44,Canada,2020,7,8,18,2020-07-08 18:00:00
764,255,"Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness.",Playful,08/07/2020 18:00,RainDancer,Facebook,DanceInTheRain,22,44,Canada,2020,7,8,18,2020-07-08 18:00:00
766,256,"Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence.",Free-spirited,15/08/2021 11:10,SkyPainter,Instagram,FreeSpirit,20,40,India,2021,8,15,11,2021-08-15 11:10:00
767,256,"Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence.",Free-spirited,15/08/2021 11:10,SkyPainter,Instagram,PaintingTheSky,20,40,India,2021,8,15,11,2021-08-15 11:10:00
769,257,"Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms.",Inspired,25/10/2019 16:50,PhoenixExplorer,Twitter,Inspired,15,30,UK,2019,10,25,16,2019-10-25 16:50:00
770,257,"Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms.",Inspired,25/10/2019 16:50,PhoenixExplorer,Twitter,CreativePhoenix,15,30,UK,2019,10,25,16,2019-10-25 16:50:00
772,258,"Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation.",Hopeful,05/10/2023 07:30,SunriseNavigator,Facebook,Hopeful,12,24,USA,2023,10,5,7,2023-10-05 07:30:00
773,258,"Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation.",Hopeful,05/10/2023 07:30,SunriseNavigator,Facebook,SunriseOfPossibilities,12,24,USA,2023,10,5,7,2023-10-05 07:30:00
775,259,"Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed.",Confident,15/02/2022 13:15,SandStrider,Instagram,Confident,25,50,Australia,2022,2,15,13,2022-02-15 13:15:00
776,259,"Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed.",Confident,15/02/2022 13:15,SandStrider,Instagram,FootprintsOfAssuredness,25,50,Australia,2022,2,15,13,2022-02-15 13:15:00
778,260,"Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams.",Serenity,08/05/2021 22:00,NightSerenader,Twitter,Serenity,13,26,Canada,2021,5,8,22,2021-05-08 22:00:00
779,260,"Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams.",Serenity,08/05/2021 22:00,NightSerenader,Twitter,MoonlitSerenade,13,26,Canada,2021,5,8,22,2021-05-08 22:00:00
781,261,"Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge.",Curiosity,29/11/2020 14:45,KnowledgeSeeker,Instagram,Curiosity,17,34,USA,2020,11,29,14,2020-11-29 14:45:00
782,261,"Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge.",Curiosity,29/11/2020 14:45,KnowledgeSeeker,Instagram,LabyrinthOfQuestions,17,34,USA,2020,11,29,14,2020-11-29 14:45:00
784,262,"In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties.",Ambivalence,14/09/2019 10:20,BreezeWaltzer,Facebook,Ambivalence,14,28,UK,2019,9,14,10,2019-09-14 10:20:00
785,262,"In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties.",Ambivalence,14/09/2019 10:20,BreezeWaltzer,Facebook,AutumnWaltz,14,28,UK,2019,9,14,10,2019-09-14 10:20:00
787,263,"Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.",Grateful,12/03/2022 19:55,StarNavigator,Twitter,Grateful,19,38,Australia,2022,3,12,19,2022-03-12 19:55:00
788,263,"Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.",Grateful,12/03/2022 19:55,StarNavigator,Twitter,GuidingStar,19,38,Australia,2022,3,12,19,2022-03-12 19:55:00
